Sale_ID,Date,Customer_Name,Product,Category,City,Quantity,Unit_Price,Total_Amount
381,2024-04-07,Anjali,Printer,Accessories,Chennai,9,2476,22284
382,2024-03-12,Rahul,Mobile,Electronics,Surat,10,743,7430
383,2024-10-11,Neha,Keyboard,Office,Mumbai,7,65688,459816
384,2024-03-04,Sneha,Mouse,Accessories,Surat,10,22713,227130
385,2025-10-23,Karan,Mouse,Electronics,Surat,2,79686,159372
386,2024-03-17,Rohit,Keyboard,Office,Hyderabad,4,3562,14248
387,2025-03-05,Sneha,Headphones,Office,Mumbai,6,25108,150648
388,2025-10-10,Sneha,Headphones,Electronics,Ahmedabad,5,66195,330975
389,2025-09-25,Rohit,Mobile,Electronics,Mumbai,5,49905,249525
390,2025-04-09,Sneha,Printer,Office,Mumbai,6,28305,169830
391,2025-01-24,Rohit,Monitor,Office,Surat,4,38677,154708
392,2025-11-20,Rohit,Tablet,Electronics,Bangalore,6,55055,330330
393,2024-06-09,Rohit,Monitor,Office,Chennai,8,6982,55856
394,2025-07-08,Pooja,Tablet,Office,Surat,1,11809,11809
395,2025-05-25,Karan,Laptop,Accessories,Mumbai,4,70190,280760
396,2025-06-09,Sneha,Mouse,Electronics,Bangalore,5,50268,251340
397,2025-11-13,Priya,Printer,Electronics,Mumbai,5,36143,180715
398,2024-07-11,Anjali,Laptop,Accessories,Pune,4,66445,265780
399,2024-02-13,Neha,Laptop,Accessories,Mumbai,10,77155,771550
400,2025-07-27,Pooja,Mouse,Electronics,Pune,10,59244,592440
401,2025-08-16,Priya,Tablet,Electronics,Delhi,1,11719,11719
402,2025-11-30,Karan,Headphones,Accessories,Ahmedabad,1,48698,48698
403,2024-01-02,Sneha,Tablet,Electronics,Chennai,1,75663,75663
404,2024-09-06,Anjali,Headphones,Accessories,Chennai,1,27872,27872
405,2025-05-17,Karan,Laptop,Office,Pune,6,65123,390738
406,2024-09-28,Priya,Mouse,Electronics,Delhi,4,66218,264872
407,2025-12-05,Pooja,Mouse,Office,Bangalore,5,24702,123510
408,2025-12-07,Rahul,Laptop,Accessories,Mumbai,3,77766,233298
409,2025-03-06,Priya,Monitor,Electronics,Mumbai,10,47327,473270
410,2025-06-25,Priya,Headphones,Office,Pune,4,27621,110484
411,2024-07-10,Neha,Headphones,Electronics,Mumbai,8,54110,432880
412,2024-12-02,Neha,Printer,Accessories,Delhi,4,34200,136800
413,2024-07-28,Rahul,Laptop,Accessories,Surat,2,22741,45482
414,2024-02-28,Anjali,Monitor,Office,Hyderabad,8,67460,539680
415,2024-08-15,Neha,Mobile,Office,Delhi,3,7258,21774
416,2024-08-20,Karan,Laptop,Accessories,Bangalore,8,8901,71208
417,2025-10-18,Anjali,Mouse,Accessories,Bangalore,9,5484,49356
418,2025-03-28,Pooja,Keyboard,Electronics,Mumbai,8,35670,285360
419,2024-06-18,Vikas,Mouse,Accessories,Surat,4,11687,46748
420,2024-11-28,Karan,Headphones,Office,Surat,2,74604,149208
421,2025-10-30,Amit,Tablet,Accessories,Pune,9,10995,98955
422,2025-12-17,Neha,Monitor,Office,Surat,1,67289,67289
423,2025-07-26,Vikas,Keyboard,Accessories,Chennai,2,75347,150694
424,2024-05-15,Karan,Monitor,Electronics,Delhi,6,26826,160956
425,2025-01-15,Pooja,Laptop,Electronics,Delhi,10,65881,658810
426,2026-01-01,Anjali,Laptop,Office,Mumbai,8,24656,197248
427,2025-03-29,Karan,Printer,Electronics,Pune,3,38676,116028
428,2024-07-22,Amit,Mouse,Electronics,Pune,2,28173,56346
429,2025-12-18,Vikas,Tablet,Accessories,Surat,5,34393,171965
430,2025-01-09,Neha,Monitor,Office,Pune,3,37870,113610
431,2024-11-08,Rahul,Headphones,Office,Mumbai,5,22455,112275
432,2025-10-26,Rohit,Laptop,Electronics,Bangalore,2,40453,80906
433,2025-01-15,Priya,Laptop,Office,Delhi,7,3535,24745
434,2024-08-26,Amit,Monitor,Accessories,Ahmedabad,9,75828,682452
435,2025-02-08,Neha,Mobile,Electronics,Hyderabad,4,12151,48604
436,2025-10-21,Pooja,Mobile,Accessories,Ahmedabad,8,49986,399888
437,2024-03-08,Amit,Monitor,Office,Chennai,5,67449,337245
438,2024-08-13,Pooja,Headphones,Accessories,Chennai,2,68471,136942
439,2025-08-13,Pooja,Headphones,Office,Surat,8,13915,111320
440,2024-04-08,Pooja,Headphones,Accessories,Pune,1,25284,25284
441,2024-06-24,Pooja,Headphones,Accessories,Chennai,10,13107,131070
442,2025-09-11,Rohit,Tablet,Electronics,Bangalore,4,53041,212164
443,2025-12-06,Pooja,Monitor,Office,Bangalore,5,55427,277135
444,2025-09-29,Pooja,Tablet,Office,Bangalore,6,46364,278184
445,2025-04-18,Karan,Laptop,Accessories,Pune,3,45142,135426
446,2024-09-11,Amit,Tablet,Office,Hyderabad,10,14777,147770
447,2025-02-08,Vikas,Tablet,Accessories,Pune,8,39754,318032
448,2025-02-27,Karan,Printer,Accessories,Chennai,1,33739,33739
449,2024-12-17,Rahul,Laptop,Accessories,Hyderabad,4,14662,58648
450,2024-04-20,Amit,Mobile,Accessories,Surat,5,66274,331370
451,2024-02-19,Karan,Keyboard,Accessories,Surat,7,23342,163394
452,2024-02-08,Vikas,Headphones,Electronics,Bangalore,6,11314,67884
453,2025-02-18,Rohit,Laptop,Electronics,Chennai,3,31202,93606
454,2025-01-10,Amit,Mobile,Office,Hyderabad,4,49902,199608
455,2025-03-15,Rohit,Keyboard,Accessories,Pune,6,19129,114774
456,2024-03-27,Sneha,Headphones,Office,Delhi,5,44832,224160
457,2025-08-11,Rohit,Monitor,Accessories,Hyderabad,6,21377,128262
458,2024-09-05,Rohit,Laptop,Accessories,Ahmedabad,2,23138,46276
459,2025-01-30,Neha,Mobile,Electronics,Hyderabad,1,49329,49329
460,2025-01-15,Karan,Mobile,Office,Ahmedabad,9,42565,383085
461,2025-04-10,Rohit,Mouse,Electronics,Bangalore,5,36803,184015
462,2024-02-22,Rahul,Laptop,Office,Hyderabad,2,28714,57428
463,2025-09-25,Anjali,Tablet,Electronics,Ahmedabad,2,60563,121126
464,2024-04-14,Rahul,Keyboard,Electronics,Delhi,10,13484,134840
465,2024-07-04,Amit,Tablet,Electronics,Hyderabad,8,43210,345680
466,2024-01-31,Karan,Mouse,Electronics,Pune,10,69381,693810
467,2024-08-12,Vikas,Laptop,Electronics,Bangalore,9,39406,354654
468,2024-07-28,Anjali,Tablet,Office,Delhi,9,46246,416214
469,2024-02-10,Rohit,Mobile,Office,Delhi,5,31826,159130
470,2025-02-16,Rohit,Mouse,Office,Mumbai,3,12399,37197
471,2024-11-20,Amit,Laptop,Office,Delhi,1,49797,49797
472,2025-05-30,Sneha,Printer,Electronics,Surat,6,54359,326154
473,2025-09-02,Pooja,Mouse,Electronics,Mumbai,6,71976,431856
474,2024-12-29,Anjali,Headphones,Electronics,Mumbai,6,59720,358320
475,2025-12-31,Priya,Headphones,Office,Pune,9,9220,82980
476,2024-03-24,Neha,Mouse,Accessories,Hyderabad,7,13299,93093
477,2025-12-26,Rohit,Mobile,Accessories,Mumbai,9,24283,218547
478,2024-10-03,Rahul,Headphones,Office,Hyderabad,5,74815,374075
479,2024-06-18,Pooja,Printer,Office,Hyderabad,4,43651,174604
480,2025-11-01,Sneha,Tablet,Accessories,Surat,10,71293,712930
481,2024-02-08,Pooja,Mobile,Accessories,Mumbai,10,79211,792110
482,2024-09-27,Rohit,Monitor,Office,Chennai,5,30810,154050
483,2024-03-03,Amit,Headphones,Accessories,Chennai,8,57009,456072
484,2024-09-14,Neha,Monitor,Accessories,Bangalore,8,34581,276648
485,2025-11-30,Vikas,Monitor,Office,Bangalore,8,68544,548352
486,2025-02-23,Priya,Tablet,Office,Bangalore,9,31911,287199
487,2025-01-18,Sneha,Mouse,Accessories,Mumbai,2,9392,18784
488,2024-12-06,Anjali,Mouse,Electronics,Chennai,8,43806,350448
489,2025-09-04,Rahul,Tablet,Accessories,Bangalore,2,29223,58446
490,2025-07-22,Vikas,Mouse,Office,Bangalore,8,5703,45624
491,2025-09-12,Rahul,Tablet,Electronics,Mumbai,9,40228,362052
492,2024-06-27,Rahul,Keyboard,Office,Hyderabad,4,1583,6332
493,2025-06-16,Rohit,Mouse,Office,Chennai,10,79937,799370
494,2024-10-22,Rohit,Keyboard,Electronics,Chennai,3,78280,234840
495,2025-04-24,Pooja,Monitor,Office,Delhi,5,64250,321250
496,2025-02-22,Rahul,Printer,Electronics,Hyderabad,7,54523,381661
497,2024-02-13,Sneha,Printer,Accessories,Bangalore,5,49422,247110
498,2024-10-19,Priya,Keyboard,Accessories,Hyderabad,10,10459,104590
499,2025-08-27,Sneha,Laptop,Electronics,Chennai,1,59753,59753
500,2024-09-25,Rohit,Mobile,Electronics,Bangalore,7,31601,221207
501,2025-09-20,Anjali,Mobile,Office,Hyderabad,3,22493,67479
502,2024-05-22,Rohit,Printer,Electronics,Bangalore,6,25205,151230
503,2025-01-08,Priya,Monitor,Office,Bangalore,1,79680,79680
504,2024-09-25,Anjali,Mouse,Electronics,Ahmedabad,10,71432,714320
505,2024-05-15,Anjali,Laptop,Accessories,Delhi,7,2105,14735
506,2024-04-25,Amit,Keyboard,Office,Delhi,7,15676,109732
507,2024-10-21,Neha,Monitor,Electronics,Mumbai,2,9133,18266
508,2024-10-15,Karan,Keyboard,Accessories,Pune,2,54846,109692
509,2024-09-24,Anjali,Laptop,Accessories,Mumbai,3,22113,66339
510,2025-12-19,Rohit,Mouse,Electronics,Ahmedabad,6,38576,231456
511,2025-05-25,Priya,Mobile,Electronics,Bangalore,1,71570,71570
512,2024-02-18,Amit,Mouse,Electronics,Pune,1,65910,65910
513,2024-12-03,Pooja,Tablet,Electronics,Delhi,4,33067,132268
514,2025-01-20,Neha,Mouse,Office,Bangalore,7,20410,142870
515,2024-11-23,Anjali,Printer,Accessories,Bangalore,6,39140,234840
516,2025-08-10,Rohit,Mobile,Accessories,Ahmedabad,6,25125,150750
517,2024-09-14,Vikas,Headphones,Electronics,Ahmedabad,5,51366,256830
518,2024-05-28,Rohit,Headphones,Office,Surat,2,73322,146644
519,2024-11-24,Neha,Mobile,Accessories,Delhi,3,51673,155019
520,2024-05-19,Rohit,Laptop,Electronics,Pune,7,64914,454398
521,2025-12-27,Amit,Keyboard,Office,Hyderabad,7,29425,205975
522,2025-01-29,Pooja,Tablet,Accessories,Surat,8,60550,484400
523,2025-09-05,Sneha,Tablet,Electronics,Hyderabad,5,19781,98905
524,2024-04-08,Rohit,Printer,Office,Bangalore,3,19992,59976
525,2024-11-16,Neha,Printer,Accessories,Pune,4,61875,247500
526,2024-05-02,Anjali,Monitor,Accessories,Mumbai,6,29933,179598
527,2025-08-27,Rohit,Tablet,Accessories,Mumbai,7,22669,158683
528,2025-06-09,Anjali,Printer,Accessories,Chennai,5,52964,264820
529,2025-06-17,Karan,Headphones,Electronics,Chennai,8,14598,116784
530,2024-10-25,Rahul,Laptop,Office,Ahmedabad,2,62906,125812
531,2024-03-10,Amit,Tablet,Accessories,Chennai,10,63121,631210
532,2025-08-18,Anjali,Keyboard,Accessories,Hyderabad,7,18709,130963
533,2024-10-16,Anjali,Tablet,Accessories,Pune,1,67063,67063
534,2024-08-17,Neha,Monitor,Office,Surat,7,12497,87479
535,2025-04-22,Karan,Keyboard,Electronics,Bangalore,4,72566,290264
536,2025-05-03,Sneha,Mouse,Office,Ahmedabad,5,17965,89825
537,2025-07-28,Vikas,Mouse,Office,Bangalore,5,34164,170820
538,2025-05-22,Pooja,Mobile,Accessories,Delhi,6,54476,326856
539,2024-11-14,Pooja,Monitor,Accessories,Surat,2,12866,25732
540,2024-03-01,Pooja,Keyboard,Electronics,Surat,10,56920,569200
541,2024-11-28,Rahul,Printer,Accessories,Ahmedabad,8,35309,282472
542,2024-08-24,Pooja,Mouse,Accessories,Chennai,10,69803,698030
543,2024-12-30,Rohit,Headphones,Office,Delhi,8,17198,137584
544,2024-08-03,Sneha,Printer,Office,Pune,5,56720,283600
545,2025-12-03,Rahul,Mobile,Electronics,Surat,8,19595,156760
546,2025-08-07,Rahul,Mouse,Accessories,Mumbai,4,68767,275068
547,2024-08-29,Anjali,Monitor,Electronics,Bangalore,2,17035,34070
548,2025-08-07,Vikas,Laptop,Office,Delhi,2,26590,53180
549,2024-01-06,Rahul,Tablet,Accessories,Surat,6,66327,397962
550,2024-01-02,Anjali,Monitor,Accessories,Chennai,8,31885,255080
551,2025-10-15,Rohit,Monitor,Office,Ahmedabad,1,38351,38351
552,2024-10-16,Amit,Tablet,Accessories,Chennai,1,33608,33608
553,2024-01-16,Neha,Laptop,Office,Ahmedabad,8,55915,447320
554,2024-08-07,Vikas,Laptop,Office,Pune,10,15150,151500
555,2024-07-16,Anjali,Laptop,Electronics,Hyderabad,9,62015,558135
556,2025-10-16,Vikas,Mouse,Office,Delhi,2,24209,48418
557,2025-10-29,Anjali,Headphones,Accessories,Mumbai,10,26260,262600
558,2025-08-18,Anjali,Headphones,Electronics,Pune,6,4880,29280
559,2024-04-01,Vikas,Mobile,Electronics,Hyderabad,4,39296,157184
560,2024-11-24,Anjali,Printer,Electronics,Bangalore,8,44217,353736
561,2025-01-08,Priya,Printer,Accessories,Hyderabad,8,71303,570424
562,2024-01-26,Amit,Laptop,Electronics,Chennai,9,17903,161127
563,2025-11-16,Neha,Mobile,Accessories,Mumbai,10,18455,184550
564,2024-02-06,Rahul,Tablet,Electronics,Surat,9,54173,487557
565,2025-03-29,Vikas,Printer,Accessories,Pune,7,9226,64582
566,2025-07-08,Vikas,Mobile,Accessories,Delhi,8,7042,56336
567,2025-03-30,Anjali,Mobile,Electronics,Hyderabad,10,69940,699400
568,2025-01-01,Priya,Mouse,Electronics,Pune,6,16103,96618
569,2025-08-07,Priya,Laptop,Electronics,Bangalore,6,65361,392166
570,2025-07-07,Neha,Printer,Electronics,Surat,4,78785,315140
571,2024-07-14,Priya,Headphones,Accessories,Mumbai,4,15330,61320
572,2024-02-14,Anjali,Mobile,Office,Bangalore,10,39424,394240
573,2025-12-22,Rohit,Mobile,Accessories,Bangalore,1,70790,70790
574,2025-04-09,Rohit,Tablet,Accessories,Chennai,1,6994,6994
575,2025-08-31,Neha,Printer,Office,Ahmedabad,6,61680,370080
576,2025-05-24,Neha,Monitor,Electronics,Pune,4,3590,14360
577,2025-09-19,Vikas,Printer,Office,Delhi,7,16181,113267
578,2024-02-01,Anjali,Monitor,Electronics,Chennai,4,20400,81600
579,2025-09-23,Karan,Mobile,Office,Surat,8,75865,606920
580,2025-08-28,Rohit,Tablet,Electronics,Surat,6,73670,442020
581,2025-12-28,Anjali,Tablet,Electronics,Hyderabad,9,73915,665235
582,2025-03-13,Pooja,Mobile,Electronics,Chennai,9,54865,493785
583,2024-02-15,Rohit,Mobile,Accessories,Ahmedabad,9,67427,606843
584,2025-11-05,Amit,Monitor,Accessories,Chennai,6,75125,450750
585,2025-03-07,Sneha,Monitor,Electronics,Ahmedabad,6,12851,77106
586,2024-12-05,Karan,Monitor,Office,Pune,2,52164,104328
587,2024-10-05,Rahul,Printer,Accessories,Mumbai,9,48287,434583
588,2025-09-21,Neha,Keyboard,Office,Pune,3,22156,66468
589,2025-11-30,Rahul,Keyboard,Office,Bangalore,5,53840,269200
590,2024-01-17,Amit,Laptop,Accessories,Chennai,2,46391,92782
591,2025-12-04,Karan,Headphones,Office,Surat,1,67390,67390
592,2025-05-20,Karan,Tablet,Office,Ahmedabad,5,36205,181025
593,2025-03-24,Rahul,Keyboard,Electronics,Bangalore,9,45718,411462
594,2025-07-27,Neha,Headphones,Accessories,Delhi,1,8035,8035
595,2025-03-06,Priya,Monitor,Accessories,Pune,4,71008,284032
596,2024-06-28,Neha,Mobile,Electronics,Pune,10,67383,673830
597,2024-08-22,Vikas,Laptop,Electronics,Ahmedabad,8,3134,25072
598,2025-07-18,Anjali,Headphones,Office,Hyderabad,3,61029,183087
599,2024-07-06,Rohit,Mouse,Accessories,Mumbai,8,42754,342032
600,2024-01-16,Priya,Monitor,Accessories,Bangalore,6,65928,395568
601,2025-06-09,Neha,Keyboard,Accessories,Mumbai,2,59576,119152
602,2025-10-01,Rahul,Printer,Electronics,Hyderabad,8,78535,628280
603,2024-12-17,Rahul,Printer,Accessories,Surat,6,42480,254880
604,2025-09-03,Pooja,Headphones,Office,Bangalore,1,17771,17771
605,2025-02-15,Pooja,Tablet,Electronics,Surat,2,72104,144208
606,2025-12-30,Rahul,Mobile,Office,Surat,4,59868,239472
607,2024-07-11,Vikas,Laptop,Office,Mumbai,5,4996,24980
608,2025-01-10,Rohit,Mouse,Electronics,Delhi,3,4634,13902
609,2025-10-19,Anjali,Printer,Electronics,Ahmedabad,8,52286,418288
610,2025-09-16,Neha,Tablet,Accessories,Mumbai,5,69187,345935
611,2024-04-08,Amit,Printer,Office,Chennai,10,68453,684530
612,2025-12-23,Anjali,Keyboard,Office,Delhi,7,69150,484050
613,2025-06-20,Priya,Monitor,Accessories,Bangalore,2,67224,134448
614,2024-03-30,Rahul,Mobile,Office,Surat,10,47763,477630
615,2025-01-04,Sneha,Mouse,Accessories,Bangalore,9,31843,286587
616,2025-11-13,Anjali,Laptop,Office,Surat,8,15165,121320
617,2024-10-07,Karan,Mouse,Accessories,Delhi,4,33876,135504
618,2024-01-12,Pooja,Mobile,Electronics,Mumbai,9,41187,370683
619,2024-01-17,Neha,Mouse,Accessories,Bangalore,6,49404,296424
620,2025-02-11,Anjali,Keyboard,Accessories,Ahmedabad,2,70626,141252
621,2024-09-12,Vikas,Mouse,Office,Delhi,7,73080,511560
622,2025-08-28,Karan,Keyboard,Electronics,Pune,9,59028,531252
623,2024-01-31,Anjali,Printer,Electronics,Surat,9,47619,428571
624,2025-02-21,Pooja,Headphones,Accessories,Surat,5,27537,137685
625,2024-04-29,Rahul,Mobile,Accessories,Mumbai,3,74363,223089
626,2024-11-22,Pooja,Headphones,Electronics,Ahmedabad,7,72661,508627
627,2024-09-12,Neha,Headphones,Electronics,Surat,6,67774,406644
628,2025-12-13,Vikas,Monitor,Electronics,Surat,1,8085,8085
629,2025-07-30,Karan,Tablet,Electronics,Delhi,4,75253,301012
630,2025-10-25,Pooja,Printer,Electronics,Mumbai,3,38203,114609
631,2025-07-02,Rohit,Tablet,Office,Ahmedabad,5,75281,376405
632,2024-01-29,Vikas,Monitor,Office,Delhi,5,33398,166990
633,2025-11-25,Priya,Mouse,Electronics,Hyderabad,1,44728,44728
634,2025-07-18,Priya,Headphones,Accessories,Bangalore,1,37573,37573
635,2025-05-06,Karan,Mouse,Office,Surat,1,23556,23556
636,2024-03-19,Priya,Mobile,Office,Delhi,6,62799,376794
637,2025-08-11,Pooja,Laptop,Office,Ahmedabad,1,28813,28813
638,2024-12-30,Pooja,Monitor,Accessories,Pune,1,7145,7145
639,2024-03-14,Amit,Headphones,Office,Mumbai,8,15503,124024
640,2025-01-16,Anjali,Monitor,Accessories,Surat,8,2662,21296
641,2024-10-22,Pooja,Monitor,Accessories,Surat,7,59255,414785
642,2024-04-14,Sneha,Tablet,Accessories,Pune,10,11724,117240
643,2024-04-05,Amit,Headphones,Office,Chennai,1,39028,39028
644,2025-09-03,Karan,Mobile,Office,Chennai,7,27566,192962
645,2024-07-07,Priya,Laptop,Office,Ahmedabad,2,23165,46330
646,2025-03-28,Priya,Tablet,Electronics,Pune,7,70327,492289
647,2024-11-18,Rohit,Mouse,Electronics,Pune,10,14841,148410
648,2024-05-06,Anjali,Keyboard,Electronics,Chennai,6,62077,372462
649,2024-12-09,Amit,Tablet,Accessories,Ahmedabad,5,27112,135560
650,2024-10-21,Amit,Keyboard,Accessories,Chennai,6,64149,384894
651,2025-06-04,Vikas,Mobile,Accessories,Surat,10,7459,74590
652,2024-08-29,Pooja,Keyboard,Office,Bangalore,8,10742,85936
653,2025-09-14,Vikas,Mouse,Accessories,Bangalore,3,48689,146067
654,2025-06-01,Rohit,Printer,Electronics,Bangalore,1,66776,66776
655,2024-08-09,Vikas,Monitor,Office,Delhi,10,7475,74750
656,2024-12-18,Neha,Tablet,Accessories,Bangalore,3,46748,140244
657,2025-03-02,Anjali,Mouse,Office,Delhi,2,69776,139552
658,2024-10-02,Neha,Mobile,Office,Chennai,7,73905,517335
659,2025-12-05,Rahul,Headphones,Electronics,Chennai,7,27568,192976
660,2025-02-09,Vikas,Mobile,Office,Delhi,3,22157,66471
661,2025-07-29,Neha,Monitor,Accessories,Ahmedabad,10,25148,251480
662,2025-01-11,Karan,Laptop,Accessories,Ahmedabad,4,14484,57936
663,2025-08-04,Rohit,Laptop,Office,Pune,9,15229,137061
664,2025-06-10,Rahul,Mouse,Electronics,Ahmedabad,7,19389,135723
665,2024-11-02,Pooja,Laptop,Accessories,Surat,10,48745,487450
666,2024-02-26,Karan,Tablet,Electronics,Ahmedabad,4,40406,161624
667,2024-05-31,Neha,Tablet,Accessories,Delhi,6,14776,88656
668,2025-08-25,Priya,Printer,Accessories,Surat,10,34570,345700
669,2024-01-10,Anjali,Printer,Office,Chennai,3,3826,11478
670,2025-10-20,Neha,Headphones,Accessories,Hyderabad,6,11208,67248
671,2024-12-29,Priya,Mobile,Electronics,Bangalore,2,45253,90506
672,2025-12-15,Vikas,Mobile,Accessories,Delhi,5,8322,41610
673,2025-03-12,Karan,Mouse,Accessories,Ahmedabad,1,42447,42447
674,2024-11-09,Karan,Keyboard,Office,Mumbai,2,15577,31154
675,2025-08-18,Rohit,Headphones,Office,Pune,4,17934,71736
676,2024-09-04,Rahul,Laptop,Office,Chennai,6,2181,13086
677,2025-11-03,Rohit,Mouse,Electronics,Surat,3,22060,66180
678,2025-04-21,Amit,Keyboard,Office,Mumbai,4,37838,151352
679,2024-01-12,Vikas,Keyboard,Accessories,Ahmedabad,1,77050,77050
680,2024-05-30,Priya,Monitor,Electronics,Hyderabad,5,14693,73465
681,2024-09-24,Neha,Keyboard,Electronics,Delhi,6,7155,42930
682,2025-08-28,Pooja,Mouse,Accessories,Hyderabad,2,28617,57234
683,2024-11-11,Anjali,Laptop,Office,Surat,9,14119,127071
684,2024-09-20,Rahul,Mouse,Accessories,Delhi,3,27621,82863
685,2024-07-10,Karan,Keyboard,Electronics,Bangalore,10,65274,652740
686,2024-05-09,Vikas,Headphones,Electronics,Surat,9,44805,403245
687,2024-12-20,Neha,Mouse,Office,Delhi,3,45206,135618
688,2025-10-27,Amit,Monitor,Accessories,Ahmedabad,7,52324,366268
689,2025-06-10,Vikas,Mouse,Electronics,Mumbai,2,65072,130144
690,2025-01-22,Neha,Laptop,Accessories,Ahmedabad,9,19861,178749
691,2024-03-29,Rahul,Mobile,Electronics,Delhi,8,39985,319880
692,2025-03-10,Rahul,Keyboard,Office,Mumbai,5,71578,357890
693,2025-02-12,Priya,Headphones,Electronics,Mumbai,8,48345,386760
694,2024-01-29,Amit,Headphones,Office,Ahmedabad,2,78959,157918
695,2024-04-06,Amit,Headphones,Office,Ahmedabad,7,43937,307559
696,2024-09-10,Anjali,Monitor,Office,Bangalore,7,62701,438907
697,2024-06-01,Sneha,Tablet,Office,Surat,8,39841,318728
698,2025-08-15,Anjali,Mouse,Accessories,Mumbai,6,47005,282030
699,2024-06-12,Neha,Keyboard,Accessories,Bangalore,9,10718,96462
700,2025-03-24,Neha,Tablet,Accessories,Pune,4,45045,180180
701,2024-02-24,Sneha,Headphones,Accessories,Mumbai,9,12879,115911
702,2024-12-21,Karan,Monitor,Electronics,Delhi,8,29451,235608
703,2025-07-16,Sneha,Laptop,Electronics,Hyderabad,10,11721,117210
704,2024-02-19,Priya,Monitor,Office,Hyderabad,1,37073,37073
705,2025-01-24,Pooja,Headphones,Accessories,Delhi,3,15636,46908
706,2024-11-11,Anjali,Printer,Office,Bangalore,1,62439,62439
707,2024-11-17,Pooja,Mobile,Office,Mumbai,7,23424,163968
708,2025-09-04,Rohit,Keyboard,Office,Delhi,1,14777,14777
709,2025-05-20,Anjali,Mobile,Electronics,Mumbai,7,74072,518504
710,2024-09-15,Pooja,Tablet,Accessories,Chennai,4,60736,242944
711,2024-01-07,Pooja,Monitor,Office,Surat,4,67823,271292
712,2025-07-28,Rohit,Tablet,Accessories,Mumbai,4,27885,111540
713,2025-01-25,Neha,Monitor,Accessories,Ahmedabad,4,19858,79432
714,2024-05-05,Anjali,Printer,Office,Hyderabad,7,69633,487431
715,2024-01-25,Vikas,Laptop,Electronics,Hyderabad,7,37083,259581
716,2025-11-24,Rohit,Mobile,Electronics,Mumbai,2,11628,23256
717,2025-08-18,Rohit,Keyboard,Office,Chennai,10,57959,579590
718,2025-05-10,Anjali,Printer,Office,Chennai,3,73417,220251
719,2024-12-31,Rohit,Mobile,Office,Delhi,6,50433,302598
720,2025-09-19,Anjali,Tablet,Electronics,Delhi,10,8579,85790
721,2025-12-10,Sneha,Tablet,Electronics,Pune,1,18876,18876
722,2024-08-14,Anjali,Printer,Accessories,Ahmedabad,1,5795,5795
723,2025-06-06,Sneha,Laptop,Accessories,Delhi,5,6175,30875
724,2025-02-27,Karan,Monitor,Accessories,Delhi,6,17709,106254
725,2024-04-07,Neha,Monitor,Accessories,Ahmedabad,6,57630,345780
726,2025-03-11,Rohit,Monitor,Office,Hyderabad,8,35007,280056
727,2024-06-17,Priya,Mouse,Electronics,Mumbai,9,30839,277551
728,2024-07-12,Neha,Monitor,Accessories,Chennai,3,14489,43467
729,2024-02-08,Neha,Tablet,Office,Pune,6,1359,8154
730,2025-12-08,Vikas,Tablet,Office,Hyderabad,7,27506,192542
731,2024-11-12,Rahul,Printer,Office,Ahmedabad,5,26471,132355
732,2024-08-31,Priya,Mobile,Electronics,Pune,9,37037,333333
733,2025-12-01,Rohit,Tablet,Accessories,Mumbai,7,31736,222152
734,2024-03-18,Pooja,Mobile,Electronics,Bangalore,6,76326,457956
735,2025-03-26,Vikas,Mobile,Office,Hyderabad,8,10834,86672
736,2024-03-05,Rahul,Printer,Electronics,Chennai,2,16274,32548
737,2025-10-29,Vikas,Headphones,Electronics,Chennai,6,49733,298398
738,2025-07-13,Anjali,Mouse,Accessories,Pune,2,58062,116124
739,2024-04-30,Sneha,Printer,Electronics,Delhi,9,5518,49662
740,2024-08-31,Vikas,Printer,Accessories,Mumbai,9,3935,35415
741,2024-01-27,Sneha,Printer,Accessories,Mumbai,8,66710,533680
742,2025-06-10,Sneha,Keyboard,Office,Delhi,1,1232,1232
743,2024-08-31,Vikas,Printer,Electronics,Bangalore,10,5724,57240
744,2025-01-18,Anjali,Tablet,Electronics,Hyderabad,6,9275,55650
745,2024-04-13,Karan,Mouse,Electronics,Surat,4,47173,188692
746,2024-09-19,Neha,Headphones,Office,Ahmedabad,7,26833,187831
747,2025-01-06,Priya,Printer,Electronics,Chennai,4,44221,176884
748,2025-02-28,Vikas,Headphones,Office,Delhi,10,37358,373580
749,2024-01-06,Pooja,Mobile,Electronics,Surat,9,69833,628497
750,2024-04-30,Priya,Printer,Accessories,Chennai,4,64874,259496
751,2025-09-13,Vikas,Tablet,Electronics,Delhi,8,15299,122392
752,2025-03-23,Pooja,Monitor,Electronics,Mumbai,1,33045,33045
753,2024-04-29,Pooja,Printer,Office,Mumbai,10,63802,638020
754,2025-05-27,Rohit,Mouse,Accessories,Surat,3,55967,167901
755,2025-12-01,Pooja,Mobile,Accessories,Pune,8,75109,600872
756,2024-01-07,Priya,Laptop,Electronics,Bangalore,6,6271,37626
757,2024-12-26,Sneha,Printer,Office,Delhi,2,44623,89246
758,2025-12-27,Amit,Mobile,Accessories,Chennai,3,52008,156024
759,2025-06-14,Anjali,Headphones,Accessories,Hyderabad,7,39658,277606
760,2024-05-26,Amit,Keyboard,Accessories,Chennai,3,68182,204546
761,2025-04-03,Karan,Tablet,Office,Pune,3,28809,86427
